candidate_name,feature_set,trial,fold,fold_pr_auc,train_min_time,train_max_time,validation_min_time,validation_max_time,parameters
tuned_dataset_only,dataset_only,5,1,0.9946860480232086,1,10,11,15,"{""colsample_bytree"": 0.75, ""gamma"": 0.0, ""learning_rate"": 0.15, ""max_depth"": 3, ""min_child_weight"": 3, ""n_estimators"": 150, ""reg_alpha"": 0.5, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
tuned_dataset_only,dataset_only,5,2,0.9749467135625317,1,15,16,20,"{""colsample_bytree"": 0.75, ""gamma"": 0.0, ""learning_rate"": 0.15, ""max_depth"": 3, ""min_child_weight"": 3, ""n_estimators"": 150, ""reg_alpha"": 0.5, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
tuned_dataset_only,dataset_only,5,3,0.8623682740755236,1,20,21,25,"{""colsample_bytree"": 0.75, ""gamma"": 0.0, ""learning_rate"": 0.15, ""max_depth"": 3, ""min_child_weight"": 3, ""n_estimators"": 150, ""reg_alpha"": 0.5, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
tuned_dataset_only,dataset_only,5,4,0.9801259274375127,1,25,26,30,"{""colsample_bytree"": 0.75, ""gamma"": 0.0, ""learning_rate"": 0.15, ""max_depth"": 3, ""min_child_weight"": 3, ""n_estimators"": 150, ""reg_alpha"": 0.5, ""reg_lambda"": 3.0, ""subsample"": 1.0}"
tuned_dataset_only,dataset_only,6,1,0.9956935754000521,1,10,11,15,"{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 1, ""n_estimators"": 150, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,6,2,0.9757419682052951,1,15,16,20,"{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 1, ""n_estimators"": 150, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,6,3,0.8600833391230461,1,20,21,25,"{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 1, ""n_estimators"": 150, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,6,4,0.9848294050626499,1,25,26,30,"{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 1, ""n_estimators"": 150, ""reg_alpha"": 1.0, ""reg_lambda"": 1.5, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,7,1,0.9950042783363725,1,10,11,15,"{""colsample_bytree"": 0.75, ""gamma"": 0.05, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,7,2,0.9774079852875011,1,15,16,20,"{""colsample_bytree"": 0.75, ""gamma"": 0.05, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,7,3,0.8615868087952484,1,20,21,25,"{""colsample_bytree"": 0.75, ""gamma"": 0.05, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,7,4,0.983225052962471,1,25,26,30,"{""colsample_bytree"": 0.75, ""gamma"": 0.05, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 300, ""reg_alpha"": 0.0, ""reg_lambda"": 1.5, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,8,1,0.9918427220852778,1,10,11,15,"{""colsample_bytree"": 1.0, ""gamma"": 0.25, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 2, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,8,2,0.9560490437485957,1,15,16,20,"{""colsample_bytree"": 1.0, ""gamma"": 0.25, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 2, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,8,3,0.831204227618366,1,20,21,25,"{""colsample_bytree"": 1.0, ""gamma"": 0.25, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 2, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,8,4,0.9332393377441652,1,25,26,30,"{""colsample_bytree"": 1.0, ""gamma"": 0.25, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 2, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,9,1,0.9950719710026823,1,10,11,15,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.15, ""max_depth"": 8, ""min_child_weight"": 10, ""n_estimators"": 300, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,9,2,0.9770909477018727,1,15,16,20,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.15, ""max_depth"": 8, ""min_child_weight"": 10, ""n_estimators"": 300, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,9,3,0.874039428096604,1,20,21,25,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.15, ""max_depth"": 8, ""min_child_weight"": 10, ""n_estimators"": 300, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,9,4,0.9852694114129389,1,25,26,30,"{""colsample_bytree"": 0.85, ""gamma"": 0.0, ""learning_rate"": 0.15, ""max_depth"": 8, ""min_child_weight"": 10, ""n_estimators"": 300, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,10,1,0.9946604834696007,1,10,11,15,"{""colsample_bytree"": 1.0, ""gamma"": 0.25, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 8, ""n_estimators"": 150, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0, ""subsample"": 1.0}"
tuned_dataset_only,dataset_only,10,2,0.8752820394613428,1,15,16,20,"{""colsample_bytree"": 1.0, ""gamma"": 0.25, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 8, ""n_estimators"": 150, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0, ""subsample"": 1.0}"
tuned_dataset_only,dataset_only,10,3,0.8562282235193738,1,20,21,25,"{""colsample_bytree"": 1.0, ""gamma"": 0.25, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 8, ""n_estimators"": 150, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0, ""subsample"": 1.0}"
tuned_dataset_only,dataset_only,10,4,0.9655980704403558,1,25,26,30,"{""colsample_bytree"": 1.0, ""gamma"": 0.25, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 8, ""n_estimators"": 150, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0, ""subsample"": 1.0}"
tuned_dataset_only,dataset_only,11,1,0.9941844691030612,1,10,11,15,"{""colsample_bytree"": 0.75, ""gamma"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_weight"": 2, ""n_estimators"": 150, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,11,2,0.8930986667274884,1,15,16,20,"{""colsample_bytree"": 0.75, ""gamma"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_weight"": 2, ""n_estimators"": 150, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,11,3,0.840385290444921,1,20,21,25,"{""colsample_bytree"": 0.75, ""gamma"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_weight"": 2, ""n_estimators"": 150, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,11,4,0.9535598462616014,1,25,26,30,"{""colsample_bytree"": 0.75, ""gamma"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_weight"": 2, ""n_estimators"": 150, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,12,1,0.9956143805713006,1,10,11,15,"{""colsample_bytree"": 1.0, ""gamma"": 0.25, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 2, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.95}"
tuned_dataset_only,dataset_only,12,2,0.9589172485337557,1,15,16,20,"{""colsample_bytree"": 1.0, ""gamma"": 0.25, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 2, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.95}"
tuned_dataset_only,dataset_only,12,3,0.8637148349340149,1,20,21,25,"{""colsample_bytree"": 1.0, ""gamma"": 0.25, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 2, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.95}"
tuned_dataset_only,dataset_only,12,4,0.9774806933640638,1,25,26,30,"{""colsample_bytree"": 1.0, ""gamma"": 0.25, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 2, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.95}"
tuned_dataset_only,dataset_only,13,1,0.9944011960569389,1,10,11,15,"{""colsample_bytree"": 0.95, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""subsample"": 1.0}"
tuned_dataset_only,dataset_only,13,2,0.9314504194322482,1,15,16,20,"{""colsample_bytree"": 0.95, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""subsample"": 1.0}"
tuned_dataset_only,dataset_only,13,3,0.8617757276245378,1,20,21,25,"{""colsample_bytree"": 0.95, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""subsample"": 1.0}"
tuned_dataset_only,dataset_only,13,4,0.9605374241906283,1,25,26,30,"{""colsample_bytree"": 0.95, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""subsample"": 1.0}"
tuned_dataset_only,dataset_only,14,1,0.9952850903005521,1,10,11,15,"{""colsample_bytree"": 0.65, ""gamma"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 5, ""n_estimators"": 300, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.95}"
tuned_dataset_only,dataset_only,14,2,0.9497201077362394,1,15,16,20,"{""colsample_bytree"": 0.65, ""gamma"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 5, ""n_estimators"": 300, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.95}"
tuned_dataset_only,dataset_only,14,3,0.8614234574473415,1,20,21,25,"{""colsample_bytree"": 0.65, ""gamma"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 5, ""n_estimators"": 300, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.95}"
tuned_dataset_only,dataset_only,14,4,0.9750073239672908,1,25,26,30,"{""colsample_bytree"": 0.65, ""gamma"": 0.5, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 5, ""n_estimators"": 300, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.95}"
tuned_dataset_only,dataset_only,15,1,0.9944789828058469,1,10,11,15,"{""colsample_bytree"": 0.65, ""gamma"": 0.0, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.65}"
tuned_dataset_only,dataset_only,15,2,0.9794415266271796,1,15,16,20,"{""colsample_bytree"": 0.65, ""gamma"": 0.0, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.65}"
tuned_dataset_only,dataset_only,15,3,0.860754606657289,1,20,21,25,"{""colsample_bytree"": 0.65, ""gamma"": 0.0, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.65}"
tuned_dataset_only,dataset_only,15,4,0.9860036491825798,1,25,26,30,"{""colsample_bytree"": 0.65, ""gamma"": 0.0, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 400, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.65}"
tuned_dataset_only,dataset_only,16,1,0.9949838641394448,1,10,11,15,"{""colsample_bytree"": 0.75, ""gamma"": 0.05, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 10, ""n_estimators"": 100, ""reg_alpha"": 0.1, ""reg_lambda"": 0.5, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,16,2,0.9713151336670063,1,15,16,20,"{""colsample_bytree"": 0.75, ""gamma"": 0.05, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 10, ""n_estimators"": 100, ""reg_alpha"": 0.1, ""reg_lambda"": 0.5, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,16,3,0.8669987390979635,1,20,21,25,"{""colsample_bytree"": 0.75, ""gamma"": 0.05, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 10, ""n_estimators"": 100, ""reg_alpha"": 0.1, ""reg_lambda"": 0.5, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,16,4,0.9781375002351517,1,25,26,30,"{""colsample_bytree"": 0.75, ""gamma"": 0.05, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 10, ""n_estimators"": 100, ""reg_alpha"": 0.1, ""reg_lambda"": 0.5, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,17,1,0.9908280984362822,1,10,11,15,"{""colsample_bytree"": 0.75, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 100, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5, ""subsample"": 0.65}"
tuned_dataset_only,dataset_only,17,2,0.907843974134717,1,15,16,20,"{""colsample_bytree"": 0.75, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 100, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5, ""subsample"": 0.65}"
tuned_dataset_only,dataset_only,17,3,0.8248161704472936,1,20,21,25,"{""colsample_bytree"": 0.75, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 100, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5, ""subsample"": 0.65}"
tuned_dataset_only,dataset_only,17,4,0.9062542470579692,1,25,26,30,"{""colsample_bytree"": 0.75, ""gamma"": 0.1, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 100, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5, ""subsample"": 0.65}"
tuned_dataset_only,dataset_only,18,1,0.9949582575160135,1,10,11,15,"{""colsample_bytree"": 0.75, ""gamma"": 0.05, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""reg_alpha"": 0.5, ""reg_lambda"": 3.0, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,18,2,0.9788112541664268,1,15,16,20,"{""colsample_bytree"": 0.75, ""gamma"": 0.05, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""reg_alpha"": 0.5, ""reg_lambda"": 3.0, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,18,3,0.8537839157107033,1,20,21,25,"{""colsample_bytree"": 0.75, ""gamma"": 0.05, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""reg_alpha"": 0.5, ""reg_lambda"": 3.0, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,18,4,0.9842778929725307,1,25,26,30,"{""colsample_bytree"": 0.75, ""gamma"": 0.05, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 250, ""reg_alpha"": 0.5, ""reg_lambda"": 3.0, ""subsample"": 0.75}"
tuned_dataset_only,dataset_only,19,1,0.994342696474452,1,10,11,15,"{""colsample_bytree"": 0.65, ""gamma"": 0.5, ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_weight"": 8, ""n_estimators"": 400, ""reg_alpha"": 0.25, ""reg_lambda"": 2.0, ""subsample"": 0.65}"
tuned_dataset_only,dataset_only,19,2,0.9785647591725357,1,15,16,20,"{""colsample_bytree"": 0.65, ""gamma"": 0.5, ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_weight"": 8, ""n_estimators"": 400, ""reg_alpha"": 0.25, ""reg_lambda"": 2.0, ""subsample"": 0.65}"
tuned_dataset_only,dataset_only,19,3,0.8533299962049197,1,20,21,25,"{""colsample_bytree"": 0.65, ""gamma"": 0.5, ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_weight"": 8, ""n_estimators"": 400, ""reg_alpha"": 0.25, ""reg_lambda"": 2.0, ""subsample"": 0.65}"
tuned_dataset_only,dataset_only,19,4,0.9847823076466012,1,25,26,30,"{""colsample_bytree"": 0.65, ""gamma"": 0.5, ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_weight"": 8, ""n_estimators"": 400, ""reg_alpha"": 0.25, ""reg_lambda"": 2.0, ""subsample"": 0.65}"
tuned_dataset_only,dataset_only,20,1,0.9952991545940673,1,10,11,15,"{""colsample_bytree"": 0.85, ""gamma"": 0.05, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 3, ""n_estimators"": 150, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,20,2,0.9703084279476801,1,15,16,20,"{""colsample_bytree"": 0.85, ""gamma"": 0.05, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 3, ""n_estimators"": 150, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}"
tuned_dataset_only,dataset_only,20,3,0.8611447429051557,1,20,21,25,"{""colsample_bytree"": 0.85, ""gamma"": 0.05, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 3, ""n_estimators"": 150, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}"
